metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
container.cpu.limit,gauge,,nanocore,,The maximum CPU time available to the container,0,container,cpu_limit,
container.cpu.system,gauge,,nanocore,,The container system CPU usage,0,container,cpu_system,
container.cpu.throttled,gauge,,nanosecond,,The total cpu throttled time,0,container,cpu_throttled,
container.cpu.throttled.periods,gauge,,,,The number of periods during which the container was throttled,0,container,cpu_throttled_periods,
container.cpu.usage,gauge,,nanocore,,The container total CPU Usage,0,container,cpu_total,
container.cpu.user,gauge,,nanocore,,The container userspace CPU usage,0,container,cpu_user,
container.io.read,gauge,,byte,,The number of bytes read from disks by this container,0,container,io_read,
container.io.read.operations,gauge,,,,The number of read operations done by this continer,0,container,io_read_ops,
container.io.write,gauge,,byte,,The number of bytes written to disks by this container,0,container,io_write,
container.io.write.operations,gauge,,,,The number of write operations done by this continer,0,container,io_write_ops,
container.memory.cache,gauge,,byte,,The container cache usage,0,container,mem_cache,
container.memory.commit,gauge,,byte,,The container commit memory usage,0,container,mem_commit,
container.memory.commit.peak,gauge,,byte,,The container peak commit memory usage,0,container,mem_commit_peak,
container.memory.kernel,gauge,,byte,,The container kernel memory usage,0,container,mem_kernel_usage,
container.memory.limit,gauge,,byte,,The container memory limit,0,container,mem_limit,
container.memory.major_page_faults,count,,,,Number of major page faults incurred,0,container,pgmajfault,
container.memory.oom_events,gauge,,,,The number of OOM events triggered by the container,0,container,mem_oom_events,
container.memory.page_faults,count,,,,Total number of page faults incurred,0,container,pgfault,
container.memory.rss,gauge,,byte,,The container RSS usage,0,container,mem_rss,
container.memory.soft_limit,gauge,,byte,,The container memory soft limit,0,container,mem_soft_limit,
container.memory.swap,gauge,,byte,,The container swap usage,0,container,mem_swap,
container.memory.usage,gauge,,byte,,The container total memory usage,0,container,mem_usage,
container.memory.usage.peak,gauge,,byte,,The maximum memory usage recorded since the container started,0,container,mem_usage_peak,
container.memory.working_set,gauge,,byte,,The container working set usage,0,container,mem_workingset,
container.net.rcvd,gauge,,byte,,The number of network bytes received (per interface),0,container,net_sent,
container.net.rcvd.packets,gauge,,,,The number of network packets received (per interface),0,container,net_p_rcvd,
container.net.sent,gauge,,byte,,The number of network bytes sent (per interface),0,container,net_sent,
container.net.sent.packets,gauge,,,,The number of network packets sent (per interface),0,container,net_p_sent,
container.pid.open_files,gauge,,,,The number of open file descriptors (Linux only),0,container,open_files,
container.pid.thread_count,gauge,,,,The number of threads running inside this container,0,container,thread_count,
container.pid.thread_limit,gauge,,,,The maximum number of threads for this container,0,container,thread_limit,
container.uptime,gauge,,second,,The container uptime,0,container,uptime,
