metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
nginx.net.writing,gauge,,connection,,The number of connections waiting on upstream responses and/or writing responses back to the client.,0,nginx,conns writing
nginx.net.waiting,gauge,,connection,,The number of keep-alive connections waiting for work.,0,nginx,conns waiting
nginx.net.reading,gauge,,connection,,The number of connections reading client requets.,0,nginx,conns reading
nginx.net.connections,gauge,,connection,,The total number of active connections.,0,nginx,conns
nginx.net.request_per_s,gauge,,request,second,Rate of requests processed.,0,nginx,req/s
nginx.net.conn_opened_per_s,gauge,,connection,second,Rate of connections opened.,0,nginx,conns opened/s
nginx.net.conn_dropped_per_s,gauge,,connection,second,Rate of connections dropped.,-1,nginx,conns dropped/s
nginx.cache.bypass.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache bypass bytes
nginx.cache.bypass.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache bypass bytes
nginx.cache.bypass.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache bypass bytes_written
nginx.cache.bypass.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache bypass bytes_written
nginx.cache.bypass.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache bypass responses
nginx.cache.bypass.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache bypass responses
nginx.cache.bypass.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache bypass responses_written
nginx.cache.bypass.responses_written_count,count,,response,,The total number of responses written to the cache (shown as count),0,nginx,cache bypass responses_written
nginx.cache.cold,gauge,,response,,A boolean value indicating whether the “cache loader” process is still loading data from disk into the cache,0,nginx,cache cold
nginx.cache.expired.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache expired bytes
nginx.cache.expired.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache expired bytes
nginx.cache.expired.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache expired bytes_written
nginx.cache.expired.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache expired bytes_written
nginx.cache.expired.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache expired responses
nginx.cache.expired.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache expired responses
nginx.cache.expired.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache expired responses_written
nginx.cache.expired.responses_written_count,count,,response,,The total number of responses written to the cache (shown as count),0,nginx,cache expired responses_written
nginx.cache.hit.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache hit bytes
nginx.cache.hit.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache hit bytes
nginx.cache.hit.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache hit responses
nginx.cache.hit.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache hit responses
nginx.cache.max_size,gauge,,byte,,The limit on the maximum size of the cache specified in the configuration,0,nginx,cache max size
nginx.cache.miss.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache miss bytes
nginx.cache.miss.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache miss bytes
nginx.cache.miss.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache miss bytes_written
nginx.cache.miss.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache miss bytes_written
nginx.cache.miss.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache miss responses
nginx.cache.miss.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache miss responses
nginx.cache.miss.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache miss responses_written
nginx.cache.miss.responses_written_count,count,,response,,The total number of responses written to the cache,0,nginx,cache miss responses_written
nginx.cache.revalidated.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache revalidated bytes
nginx.cache.revalidated.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache revalidated bytes
nginx.cache.revalidated.response,gauge,,response,,The total number of responses read from the cache,0,nginx,cache revalidated responses
nginx.cache.revalidated.response_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache revalidated responses
nginx.cache.size,gauge,,response,,The current size of the cache,0,nginx,cache size
nginx.cache.stale.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache stale bytes
nginx.cache.stale.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache stale bytes
nginx.cache.stale.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache stale responses
nginx.cache.stale.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache stale responses
nginx.cache.updating.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache updating bytes
nginx.cache.updating.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache updating bytes
nginx.cache.updating.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache updating responses
nginx.cache.updating.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache updating responses
nginx.connections.accepted,gauge,,connection,,The total number of accepted client connections.,0,nginx,conns accepted
nginx.connections.accepted_count,count,,connection,,The total number of accepted client connections (shown as count).,0,nginx,conns accepted
nginx.connections.active,gauge,,connection,,The current number of active client connections.,0,nginx,conns active
nginx.connections.dropped,gauge,,connection,,The total number of dropped client connections.,0,nginx,conns dropped
nginx.connections.dropped_count,count,,connection,,The total number of dropped client connections (shown as count).,0,nginx,conns dropped
nginx.connections.idle,gauge,,connection,,The current number of idle client connections.,0,nginx,conns idle
nginx.generation,gauge,,refresh,,The total number of configuration reloads,0,nginx,generation
nginx.generation_count,count,,refresh,,The total number of configuration reloads (shown as count),0,nginx,generation
nginx.load_timestamp,gauge,,millisecond,,Time of the last reload of configuration (time since Epoch).,0,nginx,load timestamp
nginx.pid,gauge,,,,The ID of the worker process that handled status request.,0,nginx,pid
nginx.ppid,gauge,,,,The ID of the master process that started the worker process,0,nginx,ppid
nginx.processes.respawned,gauge,,process,,The total number of abnormally terminated and respawned child processes.,0,nginx,proc respawned
nginx.processes.respawned_count,count,,process,,The total number of abnormally terminated and respawned child processes (shown as count).,0,nginx,proc respawned
nginx.requests.current,gauge,,request,,The current number of client requests.,0,nginx,req current
nginx.requests.total,gauge,,request,,The total number of client requests.,0,nginx,req total
nginx.requests.total_count,count,,request,,The total number of client requests (shown as count).,0,nginx,req total
nginx.server_zone.discarded,gauge,,request,,The total number of requests completed without sending a response.,0,nginx,server zone discarded
nginx.server_zone.discarded_count,count,,request,,The total number of requests completed without sending a response (shown as count).,0,nginx,server zone discarded
nginx.server_zone.processing,gauge,,request,,The number of client requests that are currently being processed.,0,nginx,server zone processing
nginx.server_zone.received,gauge,,byte,,The total amount of data received from clients.,0,nginx,server zone rcvd
nginx.server_zone.received_count,count,,byte,,The total amount of data received from clients (shown as count).,0,nginx,server zone rcvd
nginx.server_zone.requests,gauge,,request,,The total number of client requests received from clients.,0,nginx,server zone req
nginx.server_zone.requests_count,count,,request,,The total number of client requests received from clients (shown as count).,0,nginx,server zone req
nginx.server_zone.responses.1xx,gauge,,response,,The number of responses with 1xx status code.,0,nginx,server zone resp 1xx
nginx.server_zone.responses.1xx_count,count,,response,,The number of responses with 1xx status code (shown as count).,0,nginx,server zone resp 1xx
nginx.server_zone.responses.2xx,gauge,,response,,The number of responses with 2xx status code.,0,nginx,server zone resp 2xx
nginx.server_zone.responses.2xx_count,count,,response,,The number of responses with 2xx status code (shown as count).,0,nginx,server zone resp 2xx
nginx.server_zone.responses.3xx,gauge,,response,,The number of responses with 3xx status code.,0,nginx,server zone resp 3xx
nginx.server_zone.responses.3xx_count,count,,response,,The number of responses with 3xx status code (shown as count).,0,nginx,server zone resp 3xx
nginx.server_zone.responses.4xx,gauge,,response,,The number of responses with 4xx status code.,0,nginx,server zone resp 4xx
nginx.server_zone.responses.4xx_count,count,,response,,The number of responses with 4xx status code (shown as count).,0,nginx,server zone resp 4xx
nginx.server_zone.responses.5xx,gauge,,response,,The number of responses with 5xx status code.,0,nginx,server zone resp 5xx
nginx.server_zone.responses.5xx_count,count,,response,,The number of responses with 5xx status code (shown as count).,0,nginx,server zone resp 5xx
nginx.server_zone.responses.total,gauge,,response,,The total number of responses sent to clients.,0,nginx,server zone resp total
nginx.server_zone.responses.total_count,count,,response,,The total number of responses sent to clients (shown as count).,0,nginx,server zone resp total
nginx.server_zone.sent,gauge,,byte,,The total amount of data sent to clients.,0,nginx,server zone sent
nginx.server_zone.sent_count,count,,byte,,The total amount of data sent to clients (shown as count).,0,nginx,server zone sent
nginx.slab.pages.free,gauge,,page,,The current number of free memory pages,0,nginx,slab pages free
nginx.slab.pages.used,gauge,,page,,The current number of used memory pages,0,nginx,slab pages used
nginx.slab.slots.fails,gauge,,request,,The number of unsuccessful attempts to allocate memory of specified size,-1,nginx,slab slots fails
nginx.slab.slots.fails_count,count,,request,,The number of unsuccessful attempts to allocate memory of specified size (shown as count),-1,nginx,slab slots fails
nginx.slab.slots.free,gauge,,,,The current number of free memory slots,-1,nginx,slab slots free
nginx.slab.slots.reqs,gauge,,request,,The total number of attempts to allocate memory of specified size,-1,nginx,slab slots reqs
nginx.slab.slots.reqs_count,count,,request,,The total number of attempts to allocate memory of specified size (shown as count),-1,nginx,slab slots reqs
nginx.slab.slots.used,gauge,,,,The current number of used memory slots,-1,nginx,slab slots used
nginx.ssl.handshakes,gauge,,,,The total number of successful SSL handshakes.,0,nginx,ssl handshakes
nginx.ssl.handshakes_count,count,,,,The total number of successful SSL handshakes (shown as count).,0,nginx,ssl handshakes
nginx.ssl.handshakes_failed,gauge,,,,The total number of failed SSL handshakes.,-1,nginx,ssl handshakes failed
nginx.ssl.handshakes_failed_count,count,,,,The total number of failed SSL handshakes (shown as count).,-1,nginx,ssl handshakes failed
nginx.ssl.session_reuses,gauge,,,,The total number of session reuses during SSL handshake.,0,nginx,ssl session reuses
nginx.ssl.session_reuses_count,count,,,,The total number of session reuses during SSL handshake (shown as count).,0,nginx,ssl session reuses
nginx.stream.server_zone.connections,gauge,,connection,,The total number of connections accepted from clients,0,nginx,stream server zone discarded
nginx.stream.server_zone.connections_count,count,,connection,,The total number of connections accepted from clients (shown as count),0,nginx,stream server zone discarded
nginx.stream.server_zone.discarded,gauge,,request,,The total number of requests completed without sending a response.,0,nginx,stream server zone discarded
nginx.stream.server_zone.discarded_count,count,,request,,The total number of requests completed without sending a response (shown as count).,0,nginx,stream server zone discarded
nginx.stream.server_zone.processing,gauge,,request,,The number of client requests that are currently being processed.,0,nginx,stream server zone processing
nginx.stream.server_zone.received,gauge,,byte,,The total amount of data received from clients.,0,nginx,stream server zone rcvd
nginx.stream.server_zone.received_count,count,,byte,,The total amount of data received from clients (shown as count).,0,nginx,stream server zone rcvd
nginx.stream.server_zone.sent,gauge,,byte,,The total amount of data sent to clients.,0,nginx,stream server zone sent
nginx.stream.server_zone.sent_count,count,,byte,,The total amount of data sent to clients (shown as count).,0,nginx,stream server zone sent
nginx.stream.server_zone.sessions.2xx,gauge,,session,,The number of responses with 2xx status code.,0,nginx,stream server zone sessions 2xx
nginx.stream.server_zone.sessions.2xx_count,count,,session,,The number of responses with 2xx status code (shown as count).,0,nginx,stream server zone sessions 2xx
nginx.stream.server_zone.sessions.4xx,gauge,,session,,The number of responses with 4xx status code.,0,nginx,stream server zone sessions 4xx
nginx.stream.server_zone.sessions.4xx_count,count,,session,,The number of responses with 4xx status code (shown as count).,0,nginx,stream server zone sessions 4xx
nginx.stream.server_zone.sessions.5xx,gauge,,session,,The number of responses with 5xx status code.,0,nginx,stream server zone sessions 5xx
nginx.stream.server_zone.sessions.5xx_count,count,,session,,The number of responses with 5xx status code (shown as count).,0,nginx,stream server zone sessions 5xx
nginx.stream.server_zone.sessions.total,gauge,,session,,The total number of responses sent to clients.,0,nginx,stream server zone sessions total
nginx.stream.server_zone.sessions.total_count,count,,session,,The total number of responses sent to clients (shown as count).,0,nginx,stream server zone sessions total
nginx.stream.upstream.peers.active,gauge,,connection,,The current number of connections,0,nginx,stream upstr peers active
nginx.stream.upstream.peers.backup,gauge,,,,A boolean value indicating whether the server is a backup server.,0,nginx,stream upstr peers backup
nginx.stream.upstream.peers.connections,gauge,,connection,,The total number of client connections forwarded to this server.,0,nginx,stream upstr peers conn
nginx.stream.upstream.peers.connections_count,count,,connection,,The total number of client connections forwarded to this server (shown as count).,0,nginx,stream upstr peers conn
nginx.stream.upstream.peers.downstart,gauge,,millisecond,,The time (time since Epoch) when the server became “unavail” or “checking” or “unhealthy”,0,nginx,stream upstr peers downstart
nginx.stream.upstream.peers.downtime,gauge,,millisecond,,Total time the server was in the “unavail” or “checking” or “unhealthy” states.,-1,nginx,stream upstr peers downtime
nginx.stream.upstream.peers.fails,gauge,,error,,The total number of unsuccessful attempts to communicate with the server.,-1,nginx,stream upstr peers fails
nginx.stream.upstream.peers.fails_count,count,,error,,The total number of unsuccessful attempts to communicate with the server (shown as count).,-1,nginx,stream upstr peers fails
